No.,Time,Source,Destination,Protocol,Length,Info
20,12.71,fe80::201:1:1:1,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
21,13.31,fe80::204:4:4:4,fe80::201:1:1:1,ICMPv6,102,RPL Control (DODAG Information Object)
22,13.314296,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
23,13.72,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
24,15.69,::205:5:5:5,::201:1:1:1,ICMPv6,85,RPL Control (Destination Advertisement Object)
25,15.693752,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
26,15.73,::201:1:1:1,::205:5:5:5,ICMPv6,43,RPL Control (Destination Advertisement Object Acknowledgment)
27,15.732408,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
28,17.69,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
29,18.91,fe80::201:1:1:1,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
30,19.09,::204:4:4:4,::201:1:1:1,ICMPv6,85,RPL Control (Destination Advertisement Object)
31,19.093752,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
32,19.12,::201:1:1:1,::204:4:4:4,ICMPv6,43,RPL Control (Destination Advertisement Object Acknowledgment)
33,19.122408,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
34,19.22,fe80::205:5:5:5,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
35,19.6,fe80::202:2:2:2,fe80::201:1:1:1,ICMPv6,102,RPL Control (DODAG Information Object)
36,19.604296,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
37,21.69,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
38,22.32,fe80::204:4:4:4,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
39,22.49,fe80::202:2:2:2,fe80::201:1:1:1,ICMPv6,102,RPL Control (DODAG Information Object)
40,22.494296,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
41,23.03,fe80::208:8:8:8,fe80::204:4:4:4,ICMPv6,102,RPL Control (DODAG Information Object)
42,23.034296,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
43,24.18,fe80::205:5:5:5,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
44,25.41,fe80::208:8:8:8,fe80::204:4:4:4,ICMPv6,102,RPL Control (DODAG Information Object)
45,25.414296,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
46,25.55,fe80::202:2:2:2,fe80::201:1:1:1,ICMPv6,102,RPL Control (DODAG Information Object)
47,25.554296,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
48,25.63,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
49,25.66,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
50,25.67,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
51,26.66,fe80::203:3:3:3,ff02::1a,ICMPv6,26,RPL Control (DODAG Information Solicitation)
52,27.59,fe80::202:2:2:2,fe80::201:1:1:1,ICMPv6,102,RPL Control (DODAG Information Object)
53,27.594296,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
54,27.62,fe80::208:8:8:8,fe80::204:4:4:4,ICMPv6,102,RPL Control (DODAG Information Object)
55,27.624296,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
56,29.14,fe80::208:8:8:8,ff02::1a,ICMPv6,26,RPL Control (DODAG Information Solicitation)
57,29.45,fe80::201:1:1:1,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
58,30.69,fe80::204:4:4:4,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
59,30.82,fe80::203:3:3:3,fe80::201:1:1:1,ICMPv6,102,RPL Control (DODAG Information Object)
60,30.824296,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
61,30.85,fe80::208:8:8:8,fe80::204:4:4:4,ICMPv6,102,RPL Control (DODAG Information Object)
62,30.854296,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
63,30.99,::202:2:2:2,::201:1:1:1,ICMPv6,85,RPL Control (Destination Advertisement Object)
64,30.993752,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
65,31,::201:1:1:1,::202:2:2:2,ICMPv6,43,RPL Control (Destination Advertisement Object Acknowledgment)
66,31.002408,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
67,33.06,::208:8:8:8,::201:1:1:1,ICMPv6,93,RPL Control (Destination Advertisement Object)
68,33.064008,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
69,33.2,::208:8:8:8,::201:1:1:1,ICMPv6,94,RPL Control (Destination Advertisement Object)
70,33.2,fe80::203:3:3:3,fe80::201:1:1:1,ICMPv6,102,RPL Control (DODAG Information Object)
71,33.37,::208:8:8:8,::201:1:1:1,ICMPv6,94,RPL Control (Destination Advertisement Object)
72,33.37,fe80::203:3:3:3,fe80::201:1:1:1,ICMPv6,102,RPL Control (DODAG Information Object)
73,33.48,fe80::202:2:2:2,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
74,33.54,::208:8:8:8,::201:1:1:1,ICMPv6,94,RPL Control (Destination Advertisement Object)
75,33.54404,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
76,33.58,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
77,33.6,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
78,33.61,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
79,33.74,::201:1:1:1,::208:8:8:8,ICMPv6,51,RPL Control (Destination Advertisement Object Acknowledgment)
80,33.742664,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
81,33.78,::201:1:1:1,::208:8:8:8,ICMPv6,60,RPL Control (Destination Advertisement Object Acknowledgment)
82,33.782952,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
83,33.88,fe80::203:3:3:3,fe80::201:1:1:1,ICMPv6,102,RPL Control (DODAG Information Object)
84,33.884296,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
85,35.34,fe80::201:1:1:1,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
86,35.65,fe80::204:4:4:4,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
87,36.89,fe80::208:8:8:8,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
88,37.54,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
89,37.55,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
90,37.82,fe80::205:5:5:5,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
91,38.98,::203:3:3:3,::201:1:1:1,ICMPv6,85,RPL Control (Destination Advertisement Object)
92,38.983752,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
93,39,::201:1:1:1,::203:3:3:3,ICMPv6,43,RPL Control (Destination Advertisement Object Acknowledgment)
94,39.002408,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
95,41.53,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
96,41.54,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
97,41.58,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
98,42.16,fe80::202:2:2:2,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
99,42.78,fe80::203:3:3:3,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
100,45.48,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
101,45.49,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
102,45.5,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
103,45.52,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
104,45.88,fe80::208:8:8:8,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
105,47.72,fe80::20d:d:d:d,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
106,47.724296,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
107,47.74,fe80::209:9:9:9,ff02::1a,ICMPv6,26,RPL Control (DODAG Information Solicitation)
108,48.23,fe80::209:9:9:9,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
109,48.234296,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
110,48.4,fe80::20c:c:c:c,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
111,48.404296,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
112,48.91,fe80::20d:d:d:d,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
113,48.914296,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
114,49.25,fe80::209:9:9:9,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
115,49.254296,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
116,49.52,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
117,49.91,fe80::205:5:5:5,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
118,50.95,fe80::20c:c:c:c,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
119,50.954296,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
120,51.15,fe80::203:3:3:3,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
121,51.46,fe80::20d:d:d:d,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
122,51.464296,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
123,51.77,fe80::208:8:8:8,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
124,52.08,fe80::204:4:4:4,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
125,52.31,fe80::209:9:9:9,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
126,52.314296,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
127,52.7,fe80::201:1:1:1,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
128,53.44,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
129,53.45,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
130,54.47,fe80::207:7:7:7,fe80::203:3:3:3,ICMPv6,102,RPL Control (DODAG Information Object)
131,54.474296,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
132,54.69,fe80::20c:c:c:c,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
133,54.694296,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
134,55.17,fe80::209:9:9:9,fe80::205:5:5:5,ICMPv6,102,RPL Control (DODAG Information Object)
135,55.174296,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
136,55.2,fe80::20d:d:d:d,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
137,55.204296,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
138,55.54,fe80::20c:c:c:c,fe80::208:8:8:8,ICMPv6,102,RPL Control (DODAG Information Object)
139,55.544296,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
140,56.19,fe80::209:9:9:9,fe80::205:5:5:5,ICMPv6,102,RPL Control (DODAG Information Object)
141,56.194296,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
142,56.42,fe80::204:4:4:4,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
143,56.51,fe80::207:7:7:7,fe80::203:3:3:3,ICMPv6,102,RPL Control (DODAG Information Object)
144,56.514296,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
145,57.39,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
146,57.89,fe80::209:9:9:9,fe80::205:5:5:5,ICMPv6,102,RPL Control (DODAG Information Object)
147,57.894296,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
148,58.23,fe80::209:9:9:9,fe80::205:5:5:5,ICMPv6,102,RPL Control (DODAG Information Object)
149,58.234296,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
150,58.38,fe80::207:7:7:7,fe80::203:3:3:3,ICMPv6,102,RPL Control (DODAG Information Object)
151,58.384296,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
152,58.59,fe80::202:2:2:2,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
153,58.77,::20c:c:c:c,::201:1:1:1,ICMPv6,93,RPL Control (Destination Advertisement Object)
154,58.774008,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
155,58.9,::20c:c:c:c,::201:1:1:1,ICMPv6,102,RPL Control (Destination Advertisement Object)
156,58.904296,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
157,59.04,::20c:c:c:c,::201:1:1:1,ICMPv6,94,RPL Control (Destination Advertisement Object)
158,59.04404,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
159,59.07,::201:1:1:1,::20c:c:c:c,ICMPv6,59,RPL Control (Destination Advertisement Object Acknowledgment)
160,59.07292,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
161,59.11,::201:1:1:1,::20c:c:c:c,ICMPv6,68,RPL Control (Destination Advertisement Object Acknowledgment)
162,59.11,::20d:d:d:d,::201:1:1:1,ICMPv6,93,RPL Control (Destination Advertisement Object)
163,59.21,fe80::208:8:8:8,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
164,59.28,::201:1:1:1,::20c:c:c:c,ICMPv6,68,RPL Control (Destination Advertisement Object Acknowledgment)
165,59.283208,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
166,59.32,::201:1:1:1,::20c:c:c:c,ICMPv6,68,RPL Control (Destination Advertisement Object Acknowledgment)
167,59.323208,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
168,59.62,::20d:d:d:d,::201:1:1:1,ICMPv6,93,RPL Control (Destination Advertisement Object)
169,59.624008,,00:0d:00:0d:00:0d:00:0d,IEEE 802.15.4,19,"Ack, Dst: SeawayNe_0d:00:0d:00:0d"
170,59.74,fe80::207:7:7:7,fe80::203:3:3:3,ICMPv6,102,RPL Control (DODAG Information Object)
171,59.744296,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
172,59.75,::20d:d:d:d,::201:1:1:1,ICMPv6,102,RPL Control (Destination Advertisement Object)
173,59.754296,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
174,59.89,::20d:d:d:d,::201:1:1:1,ICMPv6,94,RPL Control (Destination Advertisement Object)
175,59.89404,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
176,59.92,::201:1:1:1,::20d:d:d:d,ICMPv6,59,RPL Control (Destination Advertisement Object Acknowledgment)
177,59.92292,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
178,59.96,::201:1:1:1,::20d:d:d:d,ICMPv6,68,RPL Control (Destination Advertisement Object Acknowledgment)
179,59.963208,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
180,60.01,::201:1:1:1,::20d:d:d:d,ICMPv6,68,RPL Control (Destination Advertisement Object Acknowledgment)
181,60.013208,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
182,60.14,fe80::205:5:5:5,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
183,61.07,fe80::203:3:3:3,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
184,61.37,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
185,61.39,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
186,61.4,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
187,61.43,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
188,61.95,::207:7:7:7,::201:1:1:1,ICMPv6,93,RPL Control (Destination Advertisement Object)
189,61.954008,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
190,62.1,::207:7:7:7,::201:1:1:1,ICMPv6,94,RPL Control (Destination Advertisement Object)
191,62.10404,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
192,62.12,::201:1:1:1,::207:7:7:7,ICMPv6,51,RPL Control (Destination Advertisement Object Acknowledgment)
193,62.122664,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
194,62.16,::201:1:1:1,::207:7:7:7,ICMPv6,60,RPL Control (Destination Advertisement Object Acknowledgment)
195,62.162952,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
196,62.93,fe80::20c:c:c:c,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
197,63.84,::209:9:9:9,::201:1:1:1,ICMPv6,93,RPL Control (Destination Advertisement Object)
198,63.844008,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
199,63.97,::209:9:9:9,::201:1:1:1,ICMPv6,94,RPL Control (Destination Advertisement Object)
200,63.97404,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
201,64.01,::201:1:1:1,::209:9:9:9,ICMPv6,51,RPL Control (Destination Advertisement Object Acknowledgment)
202,64.012664,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
203,64.05,::201:1:1:1,::209:9:9:9,ICMPv6,60,RPL Control (Destination Advertisement Object Acknowledgment)
204,64.052952,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
205,64.17,fe80::20d:d:d:d,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
206,65.41,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
207,65.45,00:0d:00:0d:00:0d:00:0d,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: SeawayNe_0d:00:0d:00:0d"
208,65.71,fe80::204:4:4:4,fe80::205:5:5:5,ICMPv6,102,RPL Control (DODAG Information Object)
209,65.714296,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
210,65.72,fe80::207:7:7:7,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
211,67.89,fe80::209:9:9:9,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
212,69.07,00:02:00:02:00:02:00:02,00:01:00:01:00:01:00:01,IEEE 802.15.4,23,"Data, Dst: EquipTra_01:00:01:00:01, Src: NetSys_02:00:02:00:02"
213,69.071768,,00:02:00:02:00:02:00:02,IEEE 802.15.4,19,"Ack, Dst: NetSys_02:00:02:00:02"
214,69.3,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
215,69.32,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
216,69.33,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
217,69.36,00:07:00:07:00:07:00:07,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
218,69.37,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
219,69.41,00:0c:00:0c:00:0c:00:0c,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: BebIndus_0c:00:0c:00:0c"
220,69.75,fe80::20d:d:d:d,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
221,69.75,fe80::205:5:5:5,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
222,70.06,fe80::20c:c:c:c,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
223,70.68,fe80::207:7:7:7,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
224,70.99,fe80::208:8:8:8,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
225,73.28,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
226,73.39,00:0d:00:0d:00:0d:00:0d,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: SeawayNe_0d:00:0d:00:0d"
